Age,Attrition Status,Business Travel Frequency,Department,Distance From Home (km),Education Level,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income ($),Count Previous Companies,Works Overtime,Salary Hike (%),Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work-Life Balance,Years at Company,Years in Current Role,Years Since Last Promotion,Years with Current Manager,Age Group,Income Group,Distance Group,Companies Worked Group,Salary Hike Category,Experience Group,Training Frequency,Company Tenure Group,Role Tenure Group,Promotion Recency Group,Years With Current Manager Group
39,No,Rarely Travels,Research & Development,1,High School,Life Sciences,Very High,Female,Medium,Manager,Manufacturing Director,Very High,Married,12742,1,No,16,High,Level 1,21,3,Good,21,6,11,8,36–45,High (10k-15k),0-5,0–1,Medium (16–20%),21–30,Medium (2–3),21+ yrs,6–10 yrs,11–15 yrs,6–10 yrs
27,No,Rarely Travels,Research & Development,2,Masters,Life Sciences,Low,Female,High,Mid Level,Manufacturing Director,Very High,Married,4227,0,No,18,Medium,Level 1,4,2,Good,3,2,2,2,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
35,No,Rarely Travels,Research & Development,10,Bachelors,Other,Medium,Male,High,Entry Level,Laboratory Technician,Very High,Divorced,3917,1,No,20,Low,Level 1,3,4,Fair,3,2,1,2,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
42,No,Rarely Travels,Sales,5,Associate,Marketing,Very High,Male,High,Executive,Manager,High,Married,18303,6,No,13,Medium,No Stock,21,3,Best,1,0,0,0,36–45,Very High (15k-20K),0-5,6+,Low (11–15%),21–30,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
50,No,Rarely Travels,Research & Development,9,Bachelors,Life Sciences,Low,Male,High,Entry Level,Laboratory Technician,Very High,Married,2380,4,No,18,Medium,No Stock,8,5,Good,1,0,0,0,46–55,Low (1k-5k),6-10,4–5,Medium (16–20%),6–10,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
59,No,Rarely Travels,Research & Development,2,Bachelors,Life Sciences,High,Female,Medium,Manager,Manufacturing Director,Very High,Single,13726,3,Yes,13,Low,No Stock,30,4,Good,5,3,4,3,56-60,High (10k-15k),0-5,2–3,Low (11–15%),21–30,High (4–6),3–5 yrs,3–5 yrs,4–5 yrs,3–5 yrs
37,Yes,Rarely Travels,Research & Development,11,Associate,Medical,Low,Female,Low,Mid Level,Healthcare Representative,Medium,Married,4777,5,No,15,Low,No Stock,15,2,Bad,1,0,0,0,36–45,Low (1k-5k),11-20,4–5,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
55,No,Frequently Travels,Research & Development,18,Masters,Medical,High,Male,High,Mid Level,Healthcare Representative,Medium,Married,6385,3,Yes,14,Very High,Level 2,17,3,Good,8,7,6,7,46–55,Medium (5k-10k),11-20,2–3,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
41,No,Never Travels,Research & Development,7,High School,Life Sciences,Medium,Female,Low,Executive,Research Director,High,Divorced,19973,1,No,22,Medium,Level 2,21,3,Good,21,16,5,10,36–45,Very High (15k-20K),6-10,0–1,High (21–25%),21–30,Medium (2–3),21+ yrs,16–18 yrs,4–5 yrs,6–10 yrs
38,No,Rarely Travels,Sales,3,Masters,Life Sciences,Medium,Male,High,Mid Level,Sales Executive,Very High,Single,6861,8,Yes,12,High,No Stock,19,1,Good,1,0,0,0,36–45,Medium (5k-10k),0-5,6+,Low (11–15%),11–20,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
26,Yes,Never Travels,Sales,29,Associate,Medical,Medium,Male,Low,Mid Level,Sales Executive,Low,Single,4969,8,No,18,Very High,No Stock,7,6,Good,2,2,2,2,26–35,Low (1k-5k),21-30,6+,Medium (16–20%),6–10,High (4–6),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
52,Yes,Rarely Travels,Sales,2,High School,Marketing,Low,Female,Low,Executive,Manager,Very High,Married,19845,1,No,15,Very High,Level 1,33,3,Good,32,14,6,9,46–55,Very High (15k-20K),0-5,0–1,Low (11–15%),31–40,Medium (2–3),21+ yrs,11–15 yrs,6–10 yrs,6–10 yrs
44,No,Rarely Travels,Sales,28,Bachelors,Medical,Very High,Female,Very High,Manager,Sales Executive,Very High,Married,13320,3,Yes,18,High,Level 1,23,2,Good,12,11,11,11,36–45,High (10k-15k),21-30,2–3,Medium (16–20%),21–30,Medium (2–3),11–20 yrs,11–15 yrs,11–15 yrs,11–15 yrs
50,No,Never Travels,Sales,1,Bachelors,Life Sciences,Very High,Female,High,Mid Level,Sales Executive,High,Married,6347,0,No,12,Low,Level 1,19,3,Good,18,7,0,13,46–55,Medium (5k-10k),0-5,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,Recent (<1yr),11–15 yrs
36,Yes,Rarely Travels,Research & Development,16,Masters,Life Sciences,High,Female,Very High,Entry Level,Laboratory Technician,Low,Single,2743,1,No,16,High,No Stock,18,1,Good,17,13,15,14,36–45,Low (1k-5k),11-20,0–1,Medium (16–20%),11–20,Low (0–1),11–20 yrs,11–15 yrs,11–15 yrs,11–15 yrs
39,No,Frequently Travels,Research & Development,22,Bachelors,Medical,Very High,Female,High,Senior Level,Manufacturing Director,Low,Single,10880,1,Yes,13,High,No Stock,21,2,Good,21,6,2,8,36–45,High (10k-15k),21-30,0–1,Low (11–15%),21–30,Medium (2–3),21+ yrs,6–10 yrs,1–3 yrs,6–10 yrs
33,No,Never Travels,Sales,8,High School,Life Sciences,Medium,Female,Medium,Entry Level,Sales Representative,Very High,Single,2342,0,No,19,Very High,No Stock,3,2,Fair,2,2,2,2,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
45,No,Rarely Travels,Sales,11,Associate,Life Sciences,Very High,Female,High,Manager,Manager,Very High,Married,17650,3,No,13,Medium,Level 1,26,4,Best,9,3,1,1,36–45,Very High (15k-20K),11-20,2–3,Low (11–15%),21–30,High (4–6),6–10 yrs,3–5 yrs,Recent (<1yr),<3 yrs
32,No,Never Travels,Research & Development,29,Masters,Medical,Very High,Female,High,Entry Level,Laboratory Technician,High,Single,4025,9,No,12,Medium,No Stock,10,2,Good,8,7,7,7,26–35,Low (1k-5k),21-30,6+,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
34,No,Rarely Travels,Sales,1,Masters,Marketing,Medium,Male,Very High,Mid Level,Sales Executive,Very High,Divorced,9725,0,No,11,Very High,Level 1,16,2,Fair,15,1,0,9,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,<3 yrs,Recent (<1yr),6–10 yrs
59,No,Rarely Travels,Sales,1,Associate,Technical Degree,Medium,Male,High,Senior Level,Manager,Very High,Married,11904,3,Yes,14,High,Level 1,14,1,Bad,6,4,0,4,56-60,High (10k-15k),0-5,2–3,Low (11–15%),11–20,Low (0–1),6–10 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
45,No,Rarely Travels,Human Resources,24,Masters,Medical,Medium,Male,High,Entry Level,Human Resources,Medium,Single,2177,1,No,16,Low,No Stock,6,3,Good,6,3,0,4,36–45,Low (1k-5k),21-30,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
53,No,Frequently Travels,Sales,2,Bachelors,Marketing,High,Female,Medium,Senior Level,Sales Executive,Medium,Married,7525,2,No,12,Low,Level 1,30,2,Good,15,7,6,12,46–55,Medium (5k-10k),0-5,2–3,Low (11–15%),21–30,Medium (2–3),11–20 yrs,6–10 yrs,6–10 yrs,11–15 yrs
36,Yes,Rarely Travels,Research & Development,15,Bachelors,Other,Low,Male,High,Mid Level,Laboratory Technician,High,Divorced,4834,7,No,14,Medium,Level 1,9,3,Fair,1,0,0,0,36–45,Low (1k-5k),11-20,6+,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
26,Yes,Frequently Travels,Research & Development,2,Bachelors,Life Sciences,Low,Male,High,Entry Level,Research Scientist,Low,Married,2042,6,Yes,14,Medium,Level 1,6,2,Good,3,2,1,2,26–35,Low (1k-5k),0-5,6+,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
34,No,Rarely Travels,Sales,10,Masters,Life Sciences,High,Female,High,Entry Level,Sales Representative,High,Married,2220,1,Yes,19,Very High,Level 1,1,2,Good,1,1,0,0,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
28,No,Rarely Travels,Sales,10,High School,Medical,Very High,Male,High,Entry Level,Sales Representative,Medium,Married,1052,1,No,22,Medium,No Stock,1,5,Good,1,0,0,0,26–35,Low (1k-5k),6-10,0–1,High (21–25%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
38,No,Frequently Travels,Research & Development,3,Masters,Other,High,Male,High,Entry Level,Research Scientist,High,Married,2821,3,No,16,Low,Level 1,8,2,Good,2,2,2,2,36–45,Low (1k-5k),0-5,2–3,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
50,No,Rarely Travels,Research & Development,2,Masters,Medical,Medium,Male,High,Executive,Research Director,High,Married,19237,2,Yes,11,Very High,Level 1,29,2,Fair,8,1,7,7,46–55,Very High (15k-20K),0-5,2–3,Low (11–15%),21–30,Medium (2–3),6–10 yrs,<3 yrs,6–10 yrs,6–10 yrs
37,No,Rarely Travels,Research & Development,3,Bachelors,Other,Very High,Female,High,Mid Level,Healthcare Representative,Medium,Single,4107,3,No,15,Low,No Stock,8,3,Fair,4,3,0,1,36–45,Low (1k-5k),0-5,2–3,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
40,No,Rarely Travels,Sales,26,Bachelors,Marketing,High,Male,High,Mid Level,Sales Executive,Low,Married,8396,1,No,14,Medium,Level 1,8,3,Fair,7,7,7,5,36–45,Medium (5k-10k),21-30,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,3–5 yrs
26,No,Frequently Travels,Research & Development,1,High School,Medical,Low,Female,Medium,Entry Level,Research Scientist,High,Divorced,2007,1,No,13,High,Level 2,5,5,Good,5,3,1,3,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
46,No,Rarely Travels,Research & Development,1,Masters,Medical,Very High,Male,High,Executive,Research Director,Very High,Divorced,19627,9,No,17,Very High,Level 2,23,0,Good,2,2,2,2,46–55,Very High (15k-20K),0-5,6+,Medium (16–20%),21–30,Low (0–1),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
54,No,Rarely Travels,Sales,2,Masters,Life Sciences,High,Female,Medium,Senior Level,Sales Executive,High,Married,10686,6,No,11,Medium,Level 1,13,4,Good,9,4,7,0,46–55,High (10k-15k),0-5,6+,Low (11–15%),11–20,High (4–6),6–10 yrs,3–5 yrs,6–10 yrs,<3 yrs
56,No,Frequently Travels,Research & Development,9,Bachelors,Medical,Low,Female,High,Entry Level,Research Scientist,High,Married,2942,2,No,19,Medium,Level 1,18,4,Good,5,4,0,3,56-60,Low (1k-5k),6-10,2–3,Medium (16–20%),11–20,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
36,No,Rarely Travels,Research & Development,12,Doctorate,Medical,Very High,Female,Medium,Senior Level,Manufacturing Director,Very High,Single,8858,0,No,11,Medium,No Stock,15,2,Fair,14,8,7,8,36–45,Medium (5k-10k),11-20,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,6–10 yrs,6–10 yrs
55,No,Never Travels,Research & Development,2,High School,Medical,High,Male,Medium,Manager,Manager,Low,Single,16756,7,No,15,Medium,No Stock,31,3,Best,9,7,6,2,46–55,Very High (15k-20K),0-5,6+,Low (11–15%),31–40,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,<3 yrs
43,No,Rarely Travels,Sales,25,Bachelors,Medical,High,Male,Medium,Senior Level,Sales Executive,Very High,Divorced,10798,5,No,13,High,Level 1,18,5,Good,1,0,0,0,36–45,High (10k-15k),21-30,4–5,Low (11–15%),11–20,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
20,Yes,Frequently Travels,Sales,9,Bachelors,Marketing,Very High,Female,High,Entry Level,Sales Representative,Very High,Single,2323,1,Yes,14,Medium,No Stock,2,3,Good,2,2,0,2,18–25,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
21,Yes,Rarely Travels,Research & Development,10,Bachelors,Life Sciences,High,Female,Medium,Entry Level,Laboratory Technician,Low,Single,1416,1,No,13,Low,No Stock,1,6,Fair,1,0,1,0,18–25,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
46,No,Rarely Travels,Research & Development,8,Masters,Life Sciences,Very High,Female,Medium,Mid Level,Research Scientist,Low,Divorced,4615,8,Yes,23,Low,Level 3,19,2,Good,16,13,1,7,46–55,Low (1k-5k),6-10,6+,High (21–25%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,Recent (<1yr),6–10 yrs
51,Yes,Rarely Travels,Research & Development,4,Masters,Life Sciences,Low,Male,High,Entry Level,Research Scientist,High,Married,2461,9,Yes,12,High,Level 3,18,2,Best,10,0,2,7,46–55,Low (1k-5k),0-5,6+,Low (11–15%),11–20,Medium (2–3),6–10 yrs,<3 yrs,1–3 yrs,6–10 yrs
28,Yes,Never Travels,Research & Development,24,Associate,Technical Degree,Medium,Male,Medium,Senior Level,Healthcare Representative,Low,Single,8722,1,No,12,Low,No Stock,10,2,Fair,10,7,1,9,26–35,Medium (5k-10k),21-30,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
26,No,Rarely Travels,Research & Development,1,Associate,Medical,Low,Male,Medium,Entry Level,Laboratory Technician,Low,Married,3955,1,No,16,Low,Level 2,6,2,Good,5,3,1,3,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
30,No,Rarely Travels,Research & Development,20,Bachelors,Other,High,Male,High,Mid Level,Manufacturing Director,Low,Married,9957,0,No,15,High,Level 1,7,1,Fair,6,2,0,2,26–35,Medium (5k-10k),11-20,0–1,Low (11–15%),6–10,Low (0–1),6–10 yrs,<3 yrs,Recent (<1yr),<3 yrs
41,No,Rarely Travels,Research & Development,7,Associate,Technical Degree,Medium,Female,Very High,Entry Level,Research Scientist,High,Married,3376,1,No,13,High,No Stock,10,3,Good,10,6,0,8,36–45,Low (1k-5k),6-10,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
38,No,Rarely Travels,Research & Development,17,High School,Life Sciences,High,Female,Medium,Senior Level,Healthcare Representative,High,Married,8823,0,No,18,Low,Level 1,20,4,Fair,19,9,1,9,36–45,Medium (5k-10k),11-20,0–1,Medium (16–20%),11–20,High (4–6),11–20 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
40,No,Rarely Travels,Research & Development,20,Masters,Technical Degree,Low,Male,High,Senior Level,Healthcare Representative,Very High,Married,10322,4,No,20,Very High,Level 1,14,6,Good,11,10,11,1,36–45,High (10k-15k),11-20,4–5,Medium (16–20%),11–20,High (4–6),11–20 yrs,6–10 yrs,11–15 yrs,<3 yrs
27,No,Never Travels,Research & Development,8,Doctorate,Life Sciences,Low,Male,Low,Entry Level,Laboratory Technician,High,Married,4621,1,No,19,Very High,Level 3,3,4,Good,3,2,1,2,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
55,No,Frequently Travels,Research & Development,2,High School,Life Sciences,Very High,Male,High,Senior Level,Manufacturing Director,Medium,Married,10976,3,No,18,Medium,Level 1,23,4,Good,3,2,1,2,46–55,High (10k-15k),0-5,2–3,Medium (16–20%),21–30,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
28,No,Rarely Travels,Research & Development,10,Bachelors,Other,High,Female,High,Mid Level,Research Scientist,High,Single,3660,3,No,13,Very High,No Stock,10,4,Best,8,7,1,7,26–35,Low (1k-5k),6-10,2–3,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
44,Yes,Rarely Travels,Human Resources,1,Associate,Medical,Medium,Male,Medium,Senior Level,Human Resources,Low,Married,10482,9,No,14,Very High,Level 1,24,1,Good,20,6,3,6,36–45,High (10k-15k),0-5,6+,Low (11–15%),21–30,Low (0–1),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
33,No,Rarely Travels,Research & Development,5,Bachelors,Life Sciences,Very High,Male,Medium,Senior Level,Healthcare Representative,Very High,Divorced,7119,4,No,15,High,Level 1,9,2,Good,3,2,1,2,26–35,Medium (5k-10k),0-5,4–5,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
35,Yes,Rarely Travels,Sales,4,Bachelors,Technical Degree,Very High,Male,High,Senior Level,Sales Executive,Low,Single,9582,0,Yes,22,Low,No Stock,9,2,Good,8,7,4,7,26–35,Medium (5k-10k),0-5,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
33,Yes,Frequently Travels,Research & Development,29,Masters,Medical,Low,Female,Medium,Mid Level,Research Scientist,High,Single,4508,1,No,22,Medium,No Stock,14,4,Good,13,7,3,8,26–35,Low (1k-5k),21-30,0–1,High (21–25%),11–20,High (4–6),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
28,No,Rarely Travels,Research & Development,15,Associate,Life Sciences,Low,Male,High,Entry Level,Laboratory Technician,High,Divorced,2207,1,No,16,Very High,Level 1,4,5,Fair,4,2,2,2,26–35,Low (1k-5k),11-20,0–1,Medium (16–20%),0–5,High (4–6),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
34,No,Frequently Travels,Research & Development,3,High School,Life Sciences,Low,Male,High,Mid Level,Healthcare Representative,Very High,Single,7756,0,No,17,High,No Stock,7,1,Fair,6,2,0,4,26–35,Medium (5k-10k),0-5,0–1,Medium (16–20%),6–10,Low (0–1),6–10 yrs,<3 yrs,Recent (<1yr),3–5 yrs
37,No,Rarely Travels,Sales,10,Masters,Life Sciences,Very High,Female,Medium,Mid Level,Sales Executive,Very High,Divorced,6694,2,Yes,14,High,Level 3,8,5,Good,1,0,0,0,36–45,Medium (5k-10k),6-10,2–3,Low (11–15%),6–10,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
25,Yes,Rarely Travels,Research & Development,4,High School,Technical Degree,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Married,3691,1,Yes,15,Medium,Level 1,7,3,Best,7,7,5,6,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
26,Yes,Rarely Travels,Research & Development,21,Bachelors,Medical,Low,Male,High,Entry Level,Laboratory Technician,High,Divorced,2377,1,No,20,High,Level 1,1,0,Fair,1,1,0,0,26–35,Low (1k-5k),21-30,0–1,Medium (16–20%),0–5,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
33,Yes,Rarely Travels,Research & Development,25,Bachelors,Medical,Low,Male,Medium,Entry Level,Research Scientist,Medium,Single,2313,4,Yes,20,Medium,No Stock,5,0,Good,2,2,2,2,26–35,Low (1k-5k),21-30,4–5,Medium (16–20%),0–5,Low (0–1),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
42,No,Rarely Travels,Research & Development,2,Associate,Medical,Very High,Male,High,Manager,Manager,Low,Married,17665,0,No,17,Very High,Level 1,23,3,Good,22,6,13,7,36–45,Very High (15k-20K),0-5,0–1,Medium (16–20%),21–30,Medium (2–3),21+ yrs,6–10 yrs,11–15 yrs,6–10 yrs
28,Yes,Frequently Travels,Research & Development,1,Bachelors,Medical,Low,Male,Medium,Entry Level,Laboratory Technician,Medium,Divorced,2596,1,No,15,Low,Level 2,1,2,Good,1,0,0,0,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
50,Yes,Frequently Travels,Sales,1,Masters,Other,Very High,Male,High,Mid Level,Sales Executive,High,Single,4728,3,Yes,14,Very High,No Stock,5,4,Good,0,0,0,0,46–55,Low (1k-5k),0-5,2–3,Low (11–15%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
33,No,Frequently Travels,Sales,7,Bachelors,Life Sciences,Very High,Female,High,Mid Level,Sales Executive,Medium,Married,4302,0,No,17,High,Level 1,4,3,Good,3,2,0,2,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
34,No,Never Travels,Research & Development,3,Masters,Life Sciences,High,Male,Medium,Entry Level,Research Scientist,Very High,Married,2979,3,No,17,Very High,Level 3,6,2,Good,0,0,0,0,26–35,Low (1k-5k),0-5,2–3,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
48,No,Never Travels,Research & Development,1,Masters,Medical,Low,Male,Very High,Manager,Manager,Very High,Single,16885,2,No,22,High,No Stock,27,3,Fair,5,4,2,1,46–55,Very High (15k-20K),0-5,2–3,High (21–25%),21–30,Medium (2–3),3–5 yrs,3–5 yrs,1–3 yrs,<3 yrs
45,No,Never Travels,Sales,9,Masters,Life Sciences,Medium,Female,Medium,Mid Level,Sales Executive,High,Married,5593,1,No,13,Very High,Level 1,15,2,Good,15,10,4,12,36–45,Medium (5k-10k),6-10,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,11–15 yrs
52,No,Rarely Travels,Research & Development,7,Masters,Life Sciences,Medium,Male,High,Senior Level,Healthcare Representative,Medium,Single,10445,7,No,19,Very High,No Stock,18,4,Good,8,6,4,0,46–55,High (10k-15k),6-10,6+,Medium (16–20%),11–20,High (4–6),6–10 yrs,6–10 yrs,4–5 yrs,<3 yrs
38,No,Rarely Travels,Sales,10,Masters,Marketing,High,Male,Medium,Senior Level,Sales Executive,High,Divorced,8740,0,Yes,14,Medium,Level 2,9,2,Good,8,7,2,7,36–45,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,1–3 yrs,6–10 yrs
29,No,Rarely Travels,Research & Development,28,Masters,Life Sciences,High,Female,High,Entry Level,Research Scientist,Very High,Divorced,2514,4,No,22,Low,Level 1,11,1,Good,7,5,1,7,26–35,Low (1k-5k),21-30,4–5,High (21–25%),11–20,Low (0–1),6–10 yrs,3–5 yrs,Recent (<1yr),6–10 yrs
28,No,Rarely Travels,Research & Development,3,Bachelors,Medical,Very High,Female,High,Senior Level,Manufacturing Director,Medium,Divorced,7655,0,No,17,Medium,Level 3,10,3,Fair,9,7,1,7,26–35,Medium (5k-10k),0-5,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
46,No,Rarely Travels,Sales,3,High School,Marketing,Low,Male,High,Manager,Manager,High,Married,17465,3,No,12,Very High,Level 1,23,3,Good,12,9,4,9,46–55,Very High (15k-20K),0-5,2–3,Low (11–15%),21–30,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
38,No,Rarely Travels,Sales,2,Associate,Marketing,Very High,Male,High,Senior Level,Sales Executive,Medium,Single,7351,7,No,16,High,No Stock,10,2,Good,1,0,0,0,36–45,Medium (5k-10k),0-5,6+,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
43,No,Frequently Travels,Research & Development,27,Bachelors,Life Sciences,High,Female,High,Senior Level,Manufacturing Director,Low,Married,10820,8,No,11,High,Level 1,18,1,Good,8,7,0,1,36–45,High (10k-15k),21-30,6+,Low (11–15%),11–20,Low (0–1),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
39,Yes,Frequently Travels,Research & Development,2,Bachelors,Life Sciences,Low,Male,High,Manager,Healthcare Representative,Very High,Divorced,12169,7,No,11,Very High,Level 3,21,4,Good,18,7,11,5,36–45,High (10k-15k),0-5,6+,Low (11–15%),21–30,High (4–6),11–20 yrs,6–10 yrs,11–15 yrs,3–5 yrs
